2025-05-19 18:30:42,ETH/USDT,breakout,loss,-0.12
2025-05-20 06:20:56,BTC/USDT,trend,loss,-0.03
2025-05-20 06:27:05,BTC/USDT,trend,loss,-0.03
2025-05-20 20:55:00,ETH/USDT,trend,win,15.2
